0.23565,
0.33817,
0.48787,
0.65664,
0.48909,
0.43991,
0.36845,
0.23103,
0.1091,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.18097,
0.29239,
0.39701,
0.50573,
0.60416,
0.63139,
0.59358,
0.5194,
0.30729,
0.12821,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.08797,
0.27094,
0.47277,
0.70715,
0.67419,
0.59057,
0.66742,
0.52161,
0.24385,
0.12997,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.20707,
0.29265,
0.45221,
0.37407,
0.14968,
0.3816,
0.54287,
0.32537,
0.29768,
0.1326,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.13392,
0.39702,
0.49867,
0.48231,
0.62671,
0.6898,
0.52136,
0.39125,
0.29917,
0.14161,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.19892,
0.40398,
0.57547,
0.65433,
0.77227,
0.70488,
0.53766,
0.50347,
0.32811,
0.14664,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.12161,
0.33125,
0.34213,
0.3212,
0.63537,
0.53439,
0.42629,
0.28854,
0.16558,
0.09977,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.14683,
0.33582,
0.41654,
0.56069,
0.62602,
0.64641,
0.51883,
0.26894,
0.27842,
0.13559,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.17742,
0.41226,
0.5491,
0.5717,
0.53996,
0.21945,
0.44917,
0.36177,
0.24499,
0.12027,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.07807,
0.23635,
0.28227,
0.35622,
0.43077,
0.26958,
0.4551,
0.2551,
0.23421,
0.14075,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.19933,
0.35372,
0.34376,
0.52284,
0.42688,
0.41768,
0.4478,
0.2028,
0.27854,
0.15882,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.11626,
0.26028,
0.35215,
0.61356,
0.68384,
0.60717,
0.57492,
0.4166,
0.29133,
0.11532,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.17716,
0.36182,
0.4023,
0.43053,
0.55608,
0.38099,
0.31435,
0.17304,
0.06719,
0.05023,
0.00482,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.15913,
0.3363,
0.32275,
0.22124,
0.18523,
0.30485,
0.4412,
0.31036,
0.0999,
0.09826,
0.02392,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.15442,
0.37242,
0.38698,
0.51374,
0.49078,
0.64369,
0.43662,
0.45651,
0.32128,
0.16348,
0.02693,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1791,
0.35174,
0.53478,
0.33453,
0.55516,
0.18798,
0.18771,
0.32824,
0.1939,
0.07489,
0.01564,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1092,
0.31168,
0.36787,
0.30556,
0.47681,
0.46152,
0.31301,
0.2228,
0.20126,
0.06686,
0.02096,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.14886,
0.21881,
0.42556,
0.58048,
0.42543,
0.57721,
0.49133,
0.37015,
0.22142,
0.07639,
0.02021,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1869,
0.31959,
0.4477,
0.20297,
0.2302,
0.19531,
0.28662,
0.20372,
0.08349,
0.04445,
0.01681,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.16298,
0.35519,
0.35772,
0.29159,
0.41073,
0.30982,
0.42455,
0.27904,
0.27879,
0.13521,
0.02586,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.12292,
0.2762,
0.26921,
0.17994,
0.45466,
0.29066,
0.3644,
0.08608,
0.16914,
0.1842,
0.03112,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.19125,
0.42396,
0.56373,
0.6207,
0.60419,
0.52849,
0.57484,
0.56409,
0.41393,
0.1892,
0.03256,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.19426,
0.36409,
0.35344,
0.24759,
0.18083,
0.48532,
0.40415,
0.45426,
0.30417,
0.13688,
0.02789,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1319,
0.15977,
0.0435,
0.03893,
0.1489,
0.02774,
0.25658,
0,
0,
0.00861,
0.0105,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.07656,
0.1277,
0.27458,
0.33732,
0.24449,
0.25106,
0.03724,
0.17437,
0.12602,
0.02428,
0.01778,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.12291,
0.22507,
0.25019,
0.35227,
0.7003,
0.72248,
0.63824,
0.38006,
0.34663,
0.14191,
0.02742,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.14355,
0.30462,
0.57543,
0.71212,
0.76565,
0.66079,
0.63778,
0.58705,
0.35829,
0.17902,
0.03418,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1556,
0.29482,
0.42784,
0.65609,
0.61373,
0.75277,
0.75382,
0.54854,
0.33117,
0.19993,
0.0343,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.13789,
0.37894,
0.44769,
0.73496,
0.70268,
0.80606,
0.72463,
0.55643,
0.37926,
0.16623,
0.03424,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.16342,
0.30147,
0.40891,
0.64548,
0.65926,
0.78374,
0.72481,
0.52103,
0.35291,
0.18239,
0.03231,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.16178,
0.33009,
0.51941,
0.67623,
0.53539,
0.72245,
0.58965,
0.3186,
0.31766,
0.14262,
0.02717,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1493,
0.35576,
0.41299,
0.46363,
0.28547,
0.29148,
0.45068,
0.29173,
0.2421,
0.11767,
0.02209,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.11699,
0.30213,
0.47588,
0.42283,
0.60283,
0.34852,
0.45482,
0.31824,
0.1285,
0.07041,
0.02402,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.17915,
0.21627,
0.47035,
0.55251,
0.55595,
0.38043,
0.5352,
0.28627,
0.27154,
0.13164,
0.03371,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.16171,
0.33238,
0.58939,
0.59099,
0.47228,
0.75151,
0.36939,
0.19299,
0.21743,
0.17521,
0.03539,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.19892,
0.3925,
0.5154,
0.52426,
0.49645,
0.2732,
0.25769,
0.26602,
0.29578,
0.15053,
0.03379,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.13868,
0.30494,
0.29549,
0.43493,
0.33575,
0.30317,
0.46718,
0.3805,
0.33626,
0.1809,
0.02727,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.1228,
0.22589,
0.26211,
0.39117,
0.26217,
0.46152,
0.20224,
0.08915,
0.12512,
0.09178,
0.00875,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.03011,
0.10101,
0.19496,
0.21529,
0.49095,
0.62975,
0.45447,
0.37872,
0.28331,
0.15497,
0.02524,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.11041,
0.17043,
0.33707,
0.22367,
0.11428,
0.03747,
0.0928,
0.13678,
0.01038,
0.05158,
0.00205,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.12272,
0.33465,
0.44174,
0.52773,
0.56042,
0.50694,
0.3996,
0.41352,
0.32732,
0.19157,
0.02987,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.2024,
0.42165,
0.57702,
0.76066,
0.62072,
0.74753,
0.54004,
0.5263,
0.33883,
0.1669,
0.03516,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.20449,
0.37763,
0.5852,
0.55672,
0.53188,
0.63149,
0.74242,
0.55908,
0.41531,
0.16032,
0.04001,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.13802,
0.29029,
0.4569,
0.51892,
0.62969,
0.67274,
0.49891,
0.28081,
0.25805,
0.10199,
0.02431,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.20039,
0.31723,
0.47885,
0.60653,
0.35492,
0.4733,
0.1339,
0.30154,
0.29608,
0.15161,
0.03158,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.17375,
0.34494,
0.46223,
0.52528,
0.66783,
0.39426,
0.46871,
0.38705,
0.35139,
0.1443,
0.03666,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.19961,
0.41877,
0.46888,
0.5309,
0.56335,
0.68525,
0.6065,
0.22439,
0.19082,
0.11423,
0.03339,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.20767,
0.42364,
0.49977,
0.61758,
0.75426,
0.70734,
0.34873,
0.23287,
0.34237,
0.1621,
0.03317,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.16351,
0.29915,
0.26978,
0.48736,
0.30432,
0.48968,
0.25063,
0.29831,
0.30004,
0.15562,
0.03112,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.18456,
0.41547,
0.49799,
0.68244,
0.73945,
0.71007,
0.55029,
0.59774,
0.32887,
0.19382,
0.03806,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.21289,
0.42687,
0.61343,
0.74499,
0.82649,
0.83158,
0.71345,
0.62855,
0.41613,
0.18744,
0.03819,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.18898,
0.3555,
0.47366,
0.68635,
0.50852,
0.67104,
0.62721,
0.30701,
0.31645,
0.20031,
0.02669,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.22328,
0.45619,
0.66698,
0.79333,
0.87801,
0.86393,
0.7502,
0.61677,
0.39784,
0.21706,
0.03953,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.18468,
0.17105,
0.103,
0.26356,
0.56638,
0.69269,
0.6707,
0.44014,
0.31427,
0.17224,
0.03581,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.04489,
0.13805,
0.26124,
0.31392,
0.54646,
0.66229,
0.65909,
0.6077,
0.48994,
0.34305,
0.16895,
0.03299,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.04369,
0.14314,
0.35565,
0.52979,
0.59708,
0.7599,
0.73226,
0.61914,
0.55605,
0.4126,
0.19248,
0.03302,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.0433,
0.15127,
0.25103,
0.20843,
0.17477,
0.53837,
0.56205,
0.53552,
0.43421,
0.23071,
0.10993,
0.01612,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.04734,
0.17773,
0.33358,
0.49271,
0.69215,
0.66473,
0.74488,
0.71485,
0.59439,
0.36211,
0.17159,
0.02984,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.05167,
0.21877,
0.44096,
0.62672,
0.59003,
0.7715,
0.44923,
0.39647,
0.21034,
0.28305,
0.14995,
0.03497,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0.06015,
0.22458,
0.4398,
0.63522,
0.69446,
0.75133,
0.83372,
0.50946,
0.51175,
